% Model,case5_base_model.mph
% Version,COMSOL 6.0.0.405
% Date,"Nov 7 2023, 14:32"
% Table,Table - T_out - 
% Time (h),"T_out (K), Probe_T_out - HE - 15m","T_out (K), Probe_T_out - HE - 30m","T_out (K), Probe_T_out - HE - 45m"
494,283.65893638139306,283.6313491435238,283.63475793828974
495,283.6412251858717,283.61367858867595,283.61706782177237
496,283.61547491541955,283.587968728677,283.59133042702075
497,283.5971820436594,283.56970877538225,283.57305553309743
498,283.57173251523545,283.5442970879609,283.54762474101113
499,283.53715950477005,283.5097732318354,283.5130761922332
500,283.4781678178206,283.45085998535325,283.4541233226263
501,283.4348104615249,283.40757963532906,283.41082419101633
502,283.4151770001105,283.3880021635275,283.3912379896978
503,283.4549902566724,283.427807176468,283.4310564523972
504,283.54258830722574,283.5153146150534,283.51858410510897
505,283.6286391128739,283.60122588005,283.6045023779567
506,283.6948012015667,283.6672347441621,283.6705678288133
507,283.75105191545293,283.7233549071842,283.7267579070689
508,283.7882419686751,283.76045211870417,283.76390894088905
509,283.81477999267497,283.7869235184164,283.79042214206004
510,283.8230801542841,283.7951883398661,283.798712467825
